,idstd,Ancienneté,size_Large,size_Medium,size_Small,colab,Secteur_Service,Secteur_Production,IT,R&D,Country_BA,Country_NE,Country_PA,innovation2
0,527763,-0.1984832329464914,0,1,0,0.0,0,0,0.0,1.0,0,1,0,4.0
1,527764,-0.8998730010704739,0,1,0,0.0,0,0,0.0,0.0,0,1,0,2.0
2,527765,-0.1283442561340932,1,0,0,0.0,0,0,0.0,0.0,0,1,0,0.0
3,527766,2.326519932299845,1,0,0,0.0,0,0,0.0,1.0,0,1,0,1.0
4,527767,-0.6894560706332792,0,1,0,0.0,0,0,0.0,0.0,0,1,0,1.0
5,527768,0.0820726743031015,0,1,0,0.0,0,0,0.0,1.0,0,1,0,1.0
6,527769,-0.970011977882872,0,1,0,0.0,0,0,0.0,1.0,0,1,0,1.0
7,527770,-0.8297340242580756,0,1,0,0.0,0,0,0.0,1.0,0,1,0,1.0
8,527771,-0.6193170938208808,0,1,0,0.0,0,0,0.0,1.0,0,1,0,2.0
9,527773,0.6431844888022875,0,1,0,0.0,1,0,0.0,1.0,0,1,0,4.0
10,527774,-0.1283442561340932,0,1,0,0.0,1,0,0.0,0.0,0,1,0,2.0
11,527776,-0.5491781170084826,0,1,0,1.0,0,0,1.0,1.0,0,1,0,2.0
12,527777,-0.6193170938208808,0,1,0,0.0,0,0,0.0,1.0,0,1,0,3.0
13,527780,-0.7595950474456774,0,1,0,0.0,1,0,1.0,1.0,0,1,0,2.0
14,527785,-0.4790391401960844,0,1,0,0.0,0,0,0.0,1.0,0,1,0,2.0
15,527794,-0.4089001633836862,0,1,0,0.0,1,0,1.0,1.0,0,1,0,4.0
16,527803,-0.4790391401960844,0,1,0,0.0,1,0,0.0,1.0,0,1,0,3.0
17,527824,0.222350627927898,0,1,0,1.0,0,0,0.0,1.0,0,1,0,4.0
18,527825,0.0119336974907032,1,0,0,1.0,0,0,0.0,1.0,0,1,0,4.0
19,527828,-0.1984832329464914,0,0,1,0.0,0,0,0.0,1.0,0,1,0,2.0
20,527845,0.5730455119898892,0,1,0,0.0,0,0,0.0,1.0,0,1,0,3.0
21,527855,0.0119336974907032,0,0,1,0.0,1,0,1.0,1.0,0,1,0,2.0
22,527860,-0.4790391401960844,0,1,0,0.0,1,0,0.0,0.0,0,1,0,1.0
23,527862,0.7133234656146857,0,0,1,0.0,1,0,1.0,1.0,0,1,0,2.0
24,527866,-1.1102899315076686,0,1,0,0.0,1,0,0.0,0.0,0,1,0,0.0
25,527868,1.0640183496766769,1,0,0,1.0,1,0,1.0,1.0,0,1,0,2.0
26,527869,1.905686071425456,1,0,0,1.0,1,0,1.0,1.0,0,1,0,3.0
27,527872,-0.5491781170084826,0,1,0,1.0,1,0,1.0,0.0,0,1,0,1.0
28,527873,-1.1804289083200667,0,1,0,0.0,1,0,0.0,0.0,0,1,0,0.0
29,527874,-1.1102899315076686,1,0,0,0.0,0,0,1.0,1.0,0,1,0,3.0
30,527875,-0.6894560706332792,0,1,0,0.0,1,0,0.0,1.0,0,1,0,3.0
31,527876,-0.7595950474456774,0,1,0,0.0,1,0,1.0,1.0,0,1,0,1.0
32,527880,0.783462442427084,1,0,0,0.0,0,0,0.0,0.0,0,1,0,2.0
33,527881,0.1522116511154997,1,0,0,0.0,0,0,0.0,1.0,0,1,0,3.0
34,527882,-0.5491781170084826,0,1,0,0.0,0,0,0.0,0.0,0,1,0,1.0
35,527885,0.2924896047402963,0,1,0,0.0,0,0,0.0,0.0,0,1,0,0.0
36,527889,-0.8297340242580756,0,1,0,0.0,1,0,0.0,0.0,0,1,0,3.0
37,527898,-0.4089001633836862,0,0,1,0.0,1,0,1.0,1.0,0,1,0,0.0
38,527902,-0.970011977882872,0,0,1,0.0,1,0,0.0,1.0,0,1,0,3.0
39,527906,-0.4089001633836862,0,1,0,0.0,1,0,0.0,0.0,0,1,0,1.0
40,527908,1.6952691409882612,0,1,0,0.0,1,0,1.0,1.0,0,1,0,2.0
41,527909,1.2744352801138716,0,1,0,0.0,1,0,1.0,1.0,0,1,0,2.0
42,527910,0.502906535177491,0,1,0,1.0,1,0,1.0,0.0,0,1,0,3.0
43,527913,-0.3387611865712879,0,1,0,0.0,1,0,0.0,0.0,0,1,0,1.0
44,527915,-0.4089001633836862,0,1,0,1.0,1,0,0.0,1.0,0,1,0,2.0
45,527920,-0.4089001633836862,0,1,0,1.0,1,0,1.0,1.0,0,1,0,3.0
46,527928,0.0119336974907032,0,0,1,1.0,1,0,0.0,1.0,0,1,0,2.0
47,527930,0.5730455119898892,0,1,0,0.0,0,0,1.0,1.0,0,1,0,2.0
48,527945,0.4327675583650927,0,0,1,1.0,1,0,0.0,1.0,0,1,0,4.0
49,527951,-0.5491781170084826,0,0,1,0.0,0,0,0.0,1.0,0,1,0,4.0
50,527952,-0.4790391401960844,0,1,0,0.0,1,0,0.0,0.0,0,1,0,1.0
51,527956,-0.4089001633836862,0,0,1,0.0,1,0,1.0,1.0,0,1,0,3.0
52,527964,-1.0401509546952703,0,0,1,0.0,1,0,1.0,1.0,0,1,0,3.0
53,527968,-0.8297340242580756,0,0,1,1.0,1,0,0.0,0.0,0,1,0,2.0
54,527971,-0.3387611865712879,0,1,0,1.0,1,0,0.0,1.0,0,1,0,4.0
55,527972,1.2042963033014733,0,1,0,0.0,0,0,0.0,1.0,0,1,0,2.0
56,527973,1.414713233738668,0,1,0,0.0,0,0,0.0,1.0,0,1,0,0.0
57,527974,-0.0582052793216949,0,1,0,1.0,0,0,0.0,1.0,0,1,0,4.0
58,527975,0.7133234656146857,0,0,1,0.0,0,0,1.0,1.0,0,1,0,1.0
59,527977,-0.1283442561340932,0,1,0,0.0,0,0,0.0,1.0,0,1,0,2.0
60,527978,0.8536014192394822,0,1,0,1.0,0,0,0.0,1.0,0,1,0,4.0
61,527981,-0.0582052793216949,0,0,1,0.0,0,0,0.0,0.0,0,1,0,0.0
62,527982,-0.1283442561340932,0,1,0,0.0,0,0,0.0,1.0,0,1,0,1.0
63,527983,1.1341573264890752,0,1,0,0.0,0,0,0.0,1.0,0,1,0,2.0
64,527984,0.7133234656146857,0,1,0,0.0,0,0,0.0,1.0,0,1,0,0.0
65,527987,0.7133234656146857,0,1,0,0.0,0,0,0.0,1.0,0,1,0,0.0
66,527988,-0.2686222097588897,0,1,0,1.0,0,0,0.0,1.0,0,1,0,3.0
67,527989,0.3626285815526945,0,1,0,0.0,0,0,0.0,1.0,0,1,0,2.0
68,527990,-0.6894560706332792,0,1,0,0.0,0,0,0.0,1.0,0,1,0,0.0
69,527991,0.3626285815526945,0,1,0,0.0,0,0,0.0,0.0,0,1,0,1.0
70,527992,-0.5491781170084826,0,1,0,0.0,0,0,0.0,0.0,0,1,0,0.0
71,527993,-0.1984832329464914,0,1,0,0.0,0,0,0.0,1.0,0,1,0,2.0
72,527994,-0.1984832329464914,0,1,0,0.0,0,0,0.0,0.0,0,1,0,1.0
73,527995,0.222350627927898,0,1,0,0.0,0,0,0.0,0.0,0,1,0,2.0
74,527996,0.9237403960518804,0,1,0,0.0,0,0,0.0,1.0,0,1,0,1.0
75,527997,-0.7595950474456774,0,1,0,0.0,0,0,1.0,1.0,0,1,0,2.0
76,527998,-0.2686222097588897,0,1,0,0.0,0,0,0.0,0.0,0,1,0,2.0
77,528000,-0.5491781170084826,0,1,0,0.0,0,0,0.0,1.0,0,1,0,1.0
78,528001,0.0119336974907032,0,1,0,0.0,0,0,0.0,1.0,0,1,0,1.0
79,528002,0.502906535177491,0,1,0,0.0,0,0,1.0,1.0,0,1,0,3.0
80,528003,0.8536014192394822,0,1,0,0.0,0,0,0.0,1.0,0,1,0,2.0
81,528004,-0.4089001633836862,0,1,0,0.0,0,0,0.0,1.0,0,1,0,3.0
82,528008,-0.3387611865712879,0,0,1,0.0,0,0,0.0,0.0,0,1,0,3.0
83,528009,-0.8998730010704739,0,0,1,0.0,0,0,0.0,1.0,0,1,0,2.0
84,528011,-0.6193170938208808,0,1,0,0.0,0,0,0.0,0.0,0,1,0,1.0
85,528013,-0.970011977882872,0,0,1,0.0,0,0,0.0,0.0,0,1,0,1.0
86,528014,0.3626285815526945,0,1,0,0.0,1,0,1.0,1.0,0,1,0,2.0
87,528015,0.1522116511154997,0,1,0,0.0,1,0,1.0,1.0,0,1,0,3.0
88,528018,-0.1283442561340932,0,1,0,0.0,1,0,1.0,0.0,0,1,0,1.0
89,528020,-0.4790391401960844,0,0,1,0.0,1,0,1.0,1.0,0,1,0,3.0
90,528022,-0.970011977882872,0,0,1,0.0,1,0,1.0,1.0,0,1,0,3.0
91,528023,0.1522116511154997,0,0,1,0.0,1,0,1.0,0.0,0,1,0,2.0
92,528024,-0.2686222097588897,0,0,1,0.0,1,0,0.0,1.0,0,1,0,3.0
93,528026,-0.1984832329464914,0,1,0,0.0,1,0,0.0,1.0,0,1,0,2.0
94,528035,-1.0401509546952703,0,0,1,1.0,1,0,1.0,1.0,0,1,0,3.0
95,528054,-0.8998730010704739,0,0,1,0.0,1,0,0.0,0.0,0,1,0,2.0
96,528063,-0.7595950474456774,0,0,1,0.0,1,0,0.0,0.0,0,1,0,0.0
97,528064,-1.0401509546952703,0,0,1,0.0,0,0,0.0,1.0,0,1,0,4.0
98,528068,2.045964025050252,0,1,0,0.0,0,0,0.0,1.0,0,1,0,1.0
99,528075,0.783462442427084,0,0,1,0.0,0,0,0.0,0.0,0,1,0,1.0
100,528076,0.2924896047402963,0,0,1,0.0,0,0,1.0,1.0,0,1,0,2.0
101,528081,-0.7595950474456774,0,0,1,0.0,0,0,0.0,0.0,0,1,0,0.0
102,528083,0.222350627927898,0,0,1,0.0,0,0,0.0,0.0,0,1,0,2.0
103,528084,-1.0401509546952703,0,1,0,0.0,0,0,1.0,1.0,0,1,0,3.0
104,528085,1.2744352801138716,0,0,1,0.0,0,0,0.0,1.0,0,1,0,3.0
105,528087,0.502906535177491,0,1,0,0.0,0,0,0.0,0.0,0,1,0,1.0
106,528099,0.7133234656146857,0,0,1,0.0,0,0,0.0,1.0,0,1,0,3.0
107,528100,1.0640183496766769,0,0,1,0.0,0,0,0.0,1.0,0,1,0,3.0
108,528101,0.783462442427084,0,0,1,0.0,0,0,1.0,1.0,0,1,0,2.0
109,528102,-0.1283442561340932,0,0,1,0.0,0,0,0.0,1.0,0,1,0,2.0
110,528103,-0.3387611865712879,0,0,1,0.0,0,0,0.0,1.0,0,1,0,1.0
111,528104,0.6431844888022875,0,0,1,0.0,0,0,1.0,1.0,0,1,0,3.0
112,528105,-0.5491781170084826,1,0,0,0.0,0,0,1.0,1.0,0,1,0,3.0
113,528106,-0.7595950474456774,1,0,0,0.0,0,0,1.0,1.0,0,1,0,3.0
114,528107,-0.4790391401960844,1,0,0,0.0,0,0,0.0,1.0,0,1,0,2.0
115,528108,-0.4790391401960844,0,1,0,0.0,0,0,0.0,1.0,0,1,0,2.0
116,528109,-0.4790391401960844,1,0,0,0.0,0,0,1.0,1.0,0,1,0,3.0
117,528110,0.0119336974907032,1,0,0,0.0,0,0,0.0,1.0,0,1,0,3.0
118,528111,0.1522116511154997,1,0,0,0.0,0,0,0.0,1.0,0,1,0,2.0
119,528113,0.1522116511154997,1,0,0,1.0,0,0,1.0,1.0,0,1,0,2.0
120,528115,0.8536014192394822,0,1,0,0.0,0,0,1.0,1.0,0,1,0,3.0
121,528116,0.222350627927898,1,0,0,0.0,0,0,0.0,0.0,0,1,0,1.0
122,528117,-0.4089001633836862,1,0,0,0.0,0,0,0.0,0.0,0,1,0,1.0
123,528118,-0.5491781170084826,1,0,0,0.0,0,0,1.0,1.0,0,1,0,2.0
124,528119,-0.4790391401960844,0,0,1,0.0,0,0,1.0,1.0,0,1,0,3.0
125,528120,2.186241978675049,1,0,0,0.0,0,0,1.0,1.0,0,1,0,2.0
126,528121,0.0119336974907032,1,0,0,1.0,0,0,0.0,0.0,0,1,0,2.0
127,528122,1.1341573264890752,1,0,0,0.0,0,0,1.0,1.0,0,1,0,3.0
128,528123,-0.1984832329464914,1,0,0,0.0,0,0,1.0,1.0,0,1,0,3.0
129,528124,-0.6193170938208808,1,0,0,0.0,0,0,1.0,1.0,0,1,0,3.0
130,528125,-0.1984832329464914,1,0,0,0.0,0,0,1.0,1.0,0,1,0,2.0
131,528126,-0.1283442561340932,1,0,0,0.0,0,0,1.0,0.0,0,1,0,1.0
132,528127,-0.6193170938208808,1,0,0,0.0,0,0,1.0,1.0,0,1,0,2.0
133,528128,-0.1984832329464914,1,0,0,0.0,0,0,0.0,1.0,0,1,0,2.0
134,528129,-0.8998730010704739,1,0,0,0.0,0,0,1.0,1.0,0,1,0,3.0
135,528130,-0.3387611865712879,1,0,0,0.0,0,0,1.0,1.0,0,1,0,3.0
136,528131,-0.1283442561340932,1,0,0,0.0,0,0,1.0,1.0,0,1,0,4.0
137,528132,0.0820726743031015,1,0,0,0.0,0,0,0.0,1.0,0,1,0,1.0
138,528133,0.1522116511154997,1,0,0,0.0,0,0,1.0,1.0,0,1,0,3.0
139,528135,-0.5491781170084826,1,0,0,0.0,0,0,0.0,1.0,0,1,0,2.0
140,528136,0.0820726743031015,1,0,0,0.0,0,0,0.0,1.0,0,1,0,3.0
141,528137,0.502906535177491,1,0,0,0.0,0,0,0.0,1.0,0,1,0,2.0
142,528138,-0.5491781170084826,1,0,0,1.0,0,0,1.0,1.0,0,1,0,3.0
143,528139,0.6431844888022875,1,0,0,0.0,0,0,1.0,1.0,0,1,0,4.0
144,528140,-0.4089001633836862,1,0,0,0.0,0,0,1.0,1.0,0,1,0,2.0
145,528141,-0.4790391401960844,1,0,0,0.0,0,0,1.0,0.0,0,1,0,3.0
146,528143,-0.2686222097588897,1,0,0,0.0,0,0,1.0,1.0,0,1,0,1.0
147,528145,-0.4790391401960844,1,0,0,1.0,0,0,1.0,0.0,0,1,0,2.0
148,528146,-0.1984832329464914,1,0,0,0.0,0,0,1.0,1.0,0,1,0,2.0
149,528147,-0.6894560706332792,0,1,0,0.0,0,0,1.0,1.0,0,1,0,4.0
150,528148,0.2924896047402963,1,0,0,0.0,0,0,1.0,1.0,0,1,0,3.0
151,528149,0.7133234656146857,1,0,0,0.0,0,0,0.0,1.0,0,1,0,1.0
152,528150,-0.1283442561340932,1,0,0,0.0,0,0,1.0,1.0,0,1,0,2.0
153,528157,0.502906535177491,1,0,0,0.0,0,0,0.0,1.0,0,1,0,4.0
154,528161,-1.1804289083200667,0,0,1,0.0,0,0,0.0,1.0,0,1,0,3.0
155,528162,-0.4790391401960844,0,0,1,0.0,0,0,0.0,0.0,0,1,0,3.0
156,528163,0.502906535177491,0,0,1,0.0,0,0,0.0,1.0,0,1,0,2.0
157,528164,-0.5491781170084826,0,0,1,0.0,0,0,0.0,0.0,0,1,0,1.0
158,528166,-0.970011977882872,0,0,1,0.0,0,0,0.0,1.0,0,1,0,4.0
159,528167,0.0119336974907032,0,0,1,0.0,0,0,0.0,1.0,0,1,0,3.0
160,528169,-0.6193170938208808,0,0,1,0.0,0,0,0.0,1.0,0,1,0,1.0
161,528175,0.5730455119898892,0,1,0,0.0,0,0,0.0,1.0,0,1,0,1.0
162,528188,-0.8297340242580756,0,0,1,0.0,0,0,0.0,1.0,0,1,0,3.0
163,528189,-0.8297340242580756,0,0,1,0.0,0,0,0.0,1.0,0,1,0,2.0
164,528190,-0.1283442561340932,0,0,1,0.0,0,0,0.0,1.0,0,1,0,3.0
165,528191,-0.4790391401960844,0,0,1,0.0,0,0,0.0,1.0,0,1,0,3.0
166,528193,-0.5491781170084826,0,0,1,0.0,0,0,0.0,1.0,0,1,0,4.0
167,528203,-0.5491781170084826,0,1,0,0.0,1,0,1.0,0.0,0,1,0,3.0
168,528208,-0.6193170938208808,0,0,1,0.0,1,0,0.0,0.0,0,1,0,1.0
169,528209,-0.4089001633836862,0,0,1,1.0,1,0,1.0,1.0,0,1,0,2.0
170,528212,0.0119336974907032,0,0,1,1.0,0,0,1.0,0.0,0,1,0,3.0
171,528214,-0.4790391401960844,0,0,1,1.0,0,0,0.0,0.0,0,1,0,2.0
172,528215,-0.1984832329464914,0,0,1,0.0,0,0,0.0,0.0,0,1,0,1.0
173,528225,0.5730455119898892,0,0,1,0.0,0,0,1.0,1.0,0,1,0,3.0
174,528226,-0.970011977882872,0,0,1,0.0,0,0,1.0,1.0,0,1,0,1.0
175,528229,0.8536014192394822,0,0,1,1.0,0,0,0.0,1.0,0,1,0,2.0
176,528232,-0.4790391401960844,0,0,1,0.0,0,0,0.0,0.0,0,1,0,1.0
177,528233,-0.8998730010704739,0,1,0,0.0,0,0,0.0,0.0,0,1,0,1.0
178,528234,-0.5491781170084826,0,0,1,0.0,0,0,1.0,1.0,0,1,0,1.0
179,528236,-0.4089001633836862,1,0,0,1.0,0,0,0.0,0.0,0,1,0,2.0
180,528237,-0.4790391401960844,0,0,1,0.0,0,0,0.0,0.0,0,1,0,2.0
181,528239,0.9938793728642786,0,0,1,0.0,0,0,1.0,0.0,0,1,0,1.0
182,528241,-1.0401509546952703,0,0,1,0.0,0,0,0.0,0.0,0,1,0,1.0
183,528242,-1.0401509546952703,0,0,1,0.0,0,0,0.0,0.0,0,1,0,1.0
184,531202,-0.0582052793216949,0,0,1,0.0,0,1,0.0,0.0,1,0,0,3.0
185,531203,0.3626285815526945,1,0,0,0.0,0,1,0.0,1.0,1,0,0,3.0
186,531204,-0.0582052793216949,1,0,0,0.0,0,1,0.0,1.0,1,0,0,2.0
187,531208,-0.0582052793216949,1,0,0,1.0,0,1,0.0,1.0,1,0,0,3.0
188,531209,-0.3387611865712879,1,0,0,0.0,0,1,0.0,1.0,1,0,0,4.0
189,531212,-0.1984832329464914,1,0,0,0.0,0,1,0.0,1.0,1,0,0,3.0
190,531217,-0.1283442561340932,1,0,0,0.0,0,1,0.0,1.0,1,0,0,3.0
191,531218,-0.1283442561340932,1,0,0,0.0,0,1,0.0,1.0,1,0,0,3.0
192,531220,-0.1283442561340932,1,0,0,0.0,0,1,0.0,1.0,1,0,0,2.0
193,531221,0.2924896047402963,1,0,0,0.0,0,1,0.0,1.0,1,0,0,1.0
194,531223,0.3626285815526945,1,0,0,0.0,0,1,0.0,1.0,1,0,0,2.0
195,531228,3.2383266308610223,1,0,0,0.0,0,1,1.0,1.0,1,0,0,3.0
196,531229,0.3626285815526945,0,0,1,0.0,0,1,0.0,1.0,1,0,0,4.0
197,531232,0.1522116511154997,0,1,0,0.0,0,1,0.0,0.0,1,0,0,2.0
198,531234,0.0820726743031015,1,0,0,0.0,0,1,0.0,1.0,1,0,0,4.0
199,531237,-0.4089001633836862,1,0,0,0.0,0,1,0.0,1.0,1,0,0,2.0
200,531239,1.6952691409882612,1,0,0,1.0,0,1,0.0,1.0,1,0,0,4.0
201,531241,0.0119336974907032,1,0,0,0.0,0,1,0.0,1.0,1,0,0,4.0
202,531243,-0.0582052793216949,1,0,0,0.0,0,1,0.0,1.0,1,0,0,3.0
203,531244,1.6952691409882612,0,1,0,0.0,0,1,0.0,1.0,1,0,0,2.0
204,531246,0.1522116511154997,1,0,0,0.0,0,1,0.0,1.0,1,0,0,3.0
205,531247,0.4327675583650927,1,0,0,1.0,0,1,0.0,1.0,1,0,0,3.0
206,531250,-0.970011977882872,1,0,0,0.0,1,0,0.0,0.0,1,0,0,2.0
207,531252,0.7133234656146857,0,0,1,0.0,1,0,0.0,1.0,1,0,0,4.0
208,531254,0.4327675583650927,1,0,0,0.0,0,1,0.0,1.0,1,0,0,2.0
209,531257,0.2924896047402963,1,0,0,0.0,0,1,0.0,1.0,1,0,0,3.0
210,531260,0.8536014192394822,0,0,1,0.0,0,1,0.0,0.0,1,0,0,3.0
211,531261,-0.1283442561340932,1,0,0,0.0,0,1,0.0,1.0,1,0,0,4.0
212,531262,-1.0401509546952703,1,0,0,0.0,0,1,0.0,1.0,1,0,0,3.0
213,531263,-0.4790391401960844,1,0,0,0.0,0,1,0.0,1.0,1,0,0,4.0
214,531264,-0.4089001633836862,1,0,0,0.0,0,1,0.0,0.0,1,0,0,4.0
215,531266,0.8536014192394822,1,0,0,1.0,0,1,0.0,1.0,1,0,0,3.0
216,531267,-0.1283442561340932,1,0,0,0.0,0,1,0.0,0.0,1,0,0,4.0
217,531269,-0.1984832329464914,1,0,0,1.0,0,1,0.0,1.0,1,0,0,3.0
218,531270,0.0119336974907032,1,0,0,0.0,0,1,0.0,1.0,1,0,0,3.0
219,531275,0.6431844888022875,1,0,0,0.0,0,1,0.0,1.0,1,0,0,4.0
220,531281,0.5730455119898892,0,0,1,0.0,0,1,1.0,0.0,1,0,0,2.0
221,531284,-0.1283442561340932,1,0,0,0.0,0,1,0.0,1.0,1,0,0,3.0
222,531286,-0.2686222097588897,1,0,0,0.0,0,1,0.0,1.0,1,0,0,3.0
223,531288,-0.2686222097588897,0,1,0,0.0,0,1,0.0,1.0,1,0,0,4.0
224,531290,-0.4790391401960844,1,0,0,1.0,0,1,1.0,1.0,1,0,0,4.0
225,531294,2.817492769986633,0,0,1,0.0,1,0,1.0,1.0,1,0,0,3.0
226,531296,0.0119336974907032,1,0,0,0.0,0,1,0.0,1.0,1,0,0,3.0
227,531297,5.132079004795775,1,0,0,0.0,0,1,0.0,1.0,1,0,0,1.0
228,531299,-0.4089001633836862,1,0,0,1.0,0,1,0.0,1.0,1,0,0,4.0
229,531300,0.6431844888022875,1,0,0,0.0,0,1,0.0,0.0,1,0,0,3.0
230,531304,0.3626285815526945,0,1,0,1.0,0,1,0.0,1.0,1,0,0,3.0
231,531306,0.6431844888022875,1,0,0,0.0,0,1,0.0,1.0,1,0,0,4.0
232,531307,-0.6193170938208808,1,0,0,1.0,0,1,0.0,1.0,1,0,0,4.0
233,531309,1.0640183496766769,1,0,0,0.0,0,1,0.0,1.0,1,0,0,2.0
234,531310,0.5730455119898892,1,0,0,1.0,0,1,0.0,1.0,1,0,0,4.0
235,531311,0.0119336974907032,1,0,0,0.0,0,1,0.0,0.0,1,0,0,3.0
236,531314,1.2042963033014733,1,0,0,0.0,0,1,0.0,0.0,1,0,0,4.0
237,531315,-0.5491781170084826,1,0,0,0.0,0,1,0.0,1.0,1,0,0,3.0
238,531317,0.1522116511154997,1,0,0,0.0,0,1,0.0,0.0,1,0,0,2.0
239,531320,0.222350627927898,1,0,0,1.0,0,1,0.0,1.0,1,0,0,2.0
240,531321,0.7133234656146857,0,1,0,0.0,0,1,0.0,1.0,1,0,0,2.0
241,531354,-0.5491781170084826,0,0,1,1.0,0,1,0.0,1.0,1,0,0,4.0
242,531359,0.8536014192394822,0,0,1,0.0,0,1,0.0,0.0,1,0,0,3.0
243,531364,1.5549911873634643,0,0,1,1.0,0,1,0.0,1.0,1,0,0,3.0
244,531380,-0.4790391401960844,0,0,1,1.0,0,1,0.0,1.0,1,0,0,3.0
245,531383,-1.0401509546952703,1,0,0,0.0,0,1,0.0,1.0,1,0,0,4.0
246,531384,0.0119336974907032,1,0,0,0.0,0,1,0.0,1.0,1,0,0,4.0
247,531387,1.414713233738668,0,0,1,1.0,0,1,0.0,1.0,1,0,0,4.0
248,531458,-0.8297340242580756,0,1,0,0.0,0,1,0.0,1.0,1,0,0,2.0
249,531459,-0.6193170938208808,0,0,1,1.0,0,1,0.0,0.0,1,0,0,2.0
250,531467,-0.4089001633836862,0,0,1,0.0,0,1,0.0,0.0,1,0,0,3.0
251,531472,0.0119336974907032,0,1,0,0.0,0,1,0.0,1.0,1,0,0,4.0
252,531497,-0.5491781170084826,0,1,0,0.0,0,1,0.0,1.0,1,0,0,3.0
253,531502,-1.1804289083200667,0,0,1,0.0,1,0,0.0,1.0,1,0,0,2.0
254,531503,-0.6193170938208808,0,1,0,0.0,1,0,0.0,0.0,1,0,0,3.0
255,531506,-0.6894560706332792,0,0,1,1.0,1,0,0.0,1.0,1,0,0,2.0
256,531526,-0.7595950474456774,0,0,1,0.0,1,0,0.0,1.0,1,0,0,2.0
257,531527,-0.7595950474456774,0,0,1,0.0,1,0,0.0,1.0,1,0,0,4.0
258,531531,1.5549911873634643,0,0,1,0.0,1,0,0.0,0.0,1,0,0,2.0
259,531532,-1.1804289083200667,0,0,1,0.0,1,0,0.0,1.0,1,0,0,3.0
260,531534,-0.3387611865712879,0,0,1,0.0,1,0,0.0,1.0,1,0,0,2.0
261,531539,1.1341573264890752,0,0,1,0.0,1,0,0.0,1.0,1,0,0,2.0
262,531546,-0.5491781170084826,0,0,1,0.0,1,0,0.0,1.0,1,0,0,3.0
263,531549,-0.3387611865712879,0,0,1,0.0,1,0,0.0,1.0,1,0,0,2.0
264,531551,-0.5491781170084826,0,0,1,0.0,1,0,1.0,1.0,1,0,0,3.0
265,531554,-0.8297340242580756,0,0,1,0.0,1,0,0.0,1.0,1,0,0,3.0
266,531555,-0.7595950474456774,0,0,1,0.0,1,0,1.0,1.0,1,0,0,3.0
267,531556,-0.4790391401960844,0,0,1,0.0,1,0,0.0,0.0,1,0,0,3.0
268,531557,1.2042963033014733,0,0,1,0.0,1,0,0.0,1.0,1,0,0,3.0
269,531567,-0.6894560706332792,0,0,1,0.0,1,0,0.0,1.0,1,0,0,4.0
270,531578,-0.5491781170084826,0,0,1,0.0,1,0,0.0,1.0,1,0,0,4.0
271,531583,-1.0401509546952703,0,0,1,0.0,0,1,0.0,1.0,1,0,0,3.0
272,531584,4.150133329422199,0,1,0,0.0,0,1,0.0,1.0,1,0,0,3.0
273,531585,-1.0401509546952703,0,1,0,0.0,0,1,1.0,1.0,1,0,0,3.0
274,531586,0.502906535177491,0,0,1,0.0,0,1,0.0,1.0,1,0,0,3.0
275,531588,-0.8297340242580756,0,0,1,1.0,0,1,0.0,1.0,1,0,0,4.0
276,531589,-0.5491781170084826,0,1,0,0.0,0,1,0.0,1.0,1,0,0,3.0
277,531590,-0.7595950474456774,0,1,0,0.0,0,1,0.0,0.0,1,0,0,3.0
278,531591,-0.5491781170084826,0,1,0,0.0,0,1,0.0,1.0,1,0,0,3.0
279,531592,0.0820726743031015,0,1,0,0.0,0,1,0.0,1.0,1,0,0,4.0
280,531593,0.5730455119898892,0,1,0,0.0,0,1,0.0,1.0,1,0,0,2.0
281,531594,0.6431844888022875,0,0,1,1.0,0,1,0.0,1.0,1,0,0,2.0
282,531595,0.1522116511154997,0,1,0,0.0,0,1,0.0,1.0,1,0,0,4.0
283,531596,-0.8998730010704739,0,1,0,0.0,0,1,0.0,1.0,1,0,0,4.0
284,531597,-0.5491781170084826,0,1,0,0.0,0,1,0.0,1.0,1,0,0,4.0
285,531599,-0.8998730010704739,0,0,1,1.0,0,1,0.0,1.0,1,0,0,3.0
286,531603,0.0119336974907032,0,1,0,0.0,0,1,0.0,1.0,1,0,0,3.0
287,531604,-0.5491781170084826,1,0,0,1.0,0,1,0.0,1.0,1,0,0,3.0
288,531605,-0.5491781170084826,0,1,0,0.0,0,1,0.0,1.0,1,0,0,3.0
289,531606,-0.1984832329464914,0,1,0,0.0,0,1,0.0,1.0,1,0,0,2.0
290,531610,0.1522116511154997,0,1,0,0.0,0,1,0.0,0.0,1,0,0,1.0
291,531611,1.2744352801138716,0,1,0,0.0,0,1,0.0,1.0,1,0,0,1.0
292,531612,2.7473537931742347,0,1,0,0.0,0,1,0.0,1.0,1,0,0,2.0
293,531613,-0.1283442561340932,0,1,0,0.0,0,1,0.0,1.0,1,0,0,1.0
294,531614,-0.970011977882872,0,1,0,0.0,0,1,0.0,1.0,1,0,0,1.0
295,531615,1.6251301641758629,0,1,0,0.0,0,1,0.0,1.0,1,0,0,3.0
296,531616,1.2042963033014733,0,1,0,0.0,0,1,0.0,1.0,1,0,0,3.0
297,531617,2.677214816361837,0,1,0,1.0,0,1,0.0,1.0,1,0,0,4.0
298,531618,-1.1804289083200667,0,1,0,0.0,0,1,0.0,1.0,1,0,0,4.0
