,idstd,Ancienneté,size_Large,size_Medium,size_Small,colab,Innovation,Secteur_Service,Secteur_Production,IT,R&D,Country_BA,Country_NE,Country_PA
2981,566296,0.2924896047402963,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
2982,566297,3.3084656076734205,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
2983,566299,0.502906535177491,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
2984,566302,-0.8998730010704739,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
2985,566303,-0.6894560706332792,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
2986,566307,0.6431844888022875,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
2987,566309,-0.8998730010704739,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
2988,566316,0.783462442427084,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
2989,566318,0.15221165111549978,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
2990,566319,1.2744352801138716,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
2991,566320,0.6431844888022875,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
2992,566322,-0.7595950474456774,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
2993,566323,2.256380955487447,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
2994,566324,-0.3387611865712879,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
2995,566325,1.7654081178006593,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
2996,566326,-0.8297340242580756,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
2997,566328,-0.058205279321694954,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
2998,566332,0.2924896047402963,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
2999,566335,-0.8998730010704739,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3000,566336,0.43276755836509273,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3001,566337,-0.7595950474456774,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3004,566346,1.0640183496766769,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3005,566347,0.2924896047402963,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3006,566354,1.8355470946130577,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3008,566356,0.5730455119898892,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3010,566368,-0.4790391401960844,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3011,566375,-0.058205279321694954,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3012,566379,0.2924896047402963,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3014,566382,-0.6894560706332792,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3015,566384,-0.058205279321694954,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3016,566387,0.011933697490703289,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3018,566390,-0.6894560706332792,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3019,566397,0.783462442427084,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3021,566401,0.502906535177491,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3022,566404,-0.058205279321694954,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3023,566409,2.7473537931742347,0,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0
3024,566410,-0.2686222097588897,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3025,566416,-0.19848323294649145,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3026,566418,-0.7595950474456774,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3027,566426,-0.7595950474456774,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3028,566428,-0.6894560706332792,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3029,566429,1.2042963033014733,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3030,566443,2.1161030018626508,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3032,566448,1.1341573264890752,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3033,566449,-0.058205279321694954,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3034,566454,-0.8998730010704739,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3035,566455,-0.6894560706332792,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3036,566456,-0.1283442561340932,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3037,566464,-0.6894560706332792,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3038,566465,0.3626285815526945,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3039,566466,-0.6894560706332792,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3040,566467,1.2042963033014733,0,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0
3044,566481,0.011933697490703289,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3045,566482,0.08207267430310153,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3049,566497,1.2042963033014733,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3050,566503,-0.19848323294649145,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3051,566505,-1.1102899315076686,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3052,566507,-1.250567885132465,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3053,566511,-1.1804289083200667,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3056,566517,0.783462442427084,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3063,566524,-1.1102899315076686,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3070,566557,2.045964025050252,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3071,566558,-0.4790391401960844,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3072,566559,-0.8998730010704739,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3074,566564,-0.5491781170084826,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3075,566565,0.3626285815526945,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3080,566579,-0.8998730010704739,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3081,566580,-0.9700119778828721,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3082,566581,0.15221165111549978,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3083,566590,1.7654081178006593,0,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0
3085,566593,1.4848522105510664,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3087,566595,-0.6193170938208808,0,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0
3091,566600,-0.3387611865712879,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3093,566603,-0.058205279321694954,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3098,566620,-0.5491781170084826,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3099,566621,2.1161030018626508,0,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0
3101,566623,2.1161030018626508,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3103,566625,-0.4790391401960844,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3107,566641,4.781384120733784,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3110,566656,-0.058205279321694954,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3113,566662,-1.1804289083200667,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3114,566663,-1.0401509546952703,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3121,566688,-0.6193170938208808,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3122,566693,-0.6193170938208808,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3123,566694,-0.7595950474456774,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3124,566697,-0.6894560706332792,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3125,566698,-0.9700119778828721,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3126,566700,-0.7595950474456774,0,1,0,1.0,1.0,0,0,0.0,0.0,0,0,0
3127,566701,-0.7595950474456774,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3128,566708,3.378604584485819,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3130,566711,-0.8297340242580756,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3131,566714,-0.8297340242580756,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3132,566715,-0.7595950474456774,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3133,566716,0.43276755836509273,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3134,566718,0.08207267430310153,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3136,566720,-1.1804289083200667,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3137,566721,-0.8998730010704739,0,1,0,1.0,1.0,0,0,1.0,1.0,0,0,0
3138,566725,0.222350627927898,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3139,566727,0.222350627927898,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3140,566732,3.72929946854781,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3141,566737,0.502906535177491,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3142,566742,-0.8998730010704739,1,0,0,0.0,0.0,0,0,1.0,1.0,0,0,0
3143,566745,2.53693686273704,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3144,566746,1.2042963033014733,1,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0
3145,566747,-1.250567885132465,0,1,0,1.0,1.0,0,0,1.0,1.0,0,0,0
3146,566749,-0.4089001633836862,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3147,566751,0.7133234656146857,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3149,566756,-0.6894560706332792,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3152,566760,0.7133234656146857,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3154,566762,-0.4790391401960844,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3156,566766,-1.0401509546952703,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3157,566767,2.53693686273704,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3158,566770,-0.9700119778828721,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3159,566771,-0.4089001633836862,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3160,566772,-0.5491781170084826,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3161,566777,-0.4790391401960844,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3162,566779,-0.8998730010704739,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3164,566783,-0.8998730010704739,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3166,566788,-0.7595950474456774,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
3167,566790,0.15221165111549978,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3168,566791,-0.5491781170084826,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3169,566792,-0.6894560706332792,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3170,566800,-0.8998730010704739,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3171,566808,0.6431844888022875,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3173,566811,-0.9700119778828721,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3176,566817,-0.6894560706332792,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3177,566820,-0.8998730010704739,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3178,566821,0.5730455119898892,0,0,1,0.0,1.0,0,0,0.0,1.0,0,0,0
3182,566828,3.2383266308610223,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3183,566833,0.222350627927898,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3185,566843,-0.6894560706332792,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3189,566853,-0.1283442561340932,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3191,566855,-0.6894560706332792,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3192,566858,-0.6193170938208808,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3194,566861,-0.9700119778828721,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3195,566863,3.448743561298217,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3196,566864,-0.6193170938208808,0,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0
3200,566873,0.011933697490703289,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3201,566874,-0.3387611865712879,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
3202,566875,-0.6193170938208808,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
3203,566876,-0.5491781170084826,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
3205,566888,-1.0401509546952703,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3206,566889,-0.6894560706332792,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3207,566892,1.0640183496766769,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3211,566907,0.222350627927898,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3214,566919,2.256380955487447,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3215,566921,-0.4790391401960844,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
3217,566930,-1.0401509546952703,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3219,566933,-1.0401509546952703,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3220,566940,0.08207267430310153,0,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0
3221,566942,-1.1804289083200667,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3222,566943,-1.1804289083200667,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3223,566952,-1.1102899315076686,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3224,566953,-1.3908458387572615,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3226,566956,0.7133234656146857,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3227,566957,-1.1804289083200667,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3228,566962,-1.250567885132465,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3229,566965,-0.9700119778828721,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3230,566967,-1.250567885132465,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3231,566968,4.851523097546182,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3232,566969,0.502906535177491,0,1,0,1.0,1.0,0,0,1.0,1.0,0,0,0
3233,566981,0.502906535177491,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3234,566982,0.9237403960518804,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
3235,566984,-0.4089001633836862,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3236,566986,-0.4089001633836862,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3237,566987,-0.1283442561340932,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3238,566988,-0.9700119778828721,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3239,566990,-0.8297340242580756,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3240,566991,-0.8998730010704739,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3241,566992,-0.4790391401960844,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3242,566993,-0.7595950474456774,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3243,566994,-0.5491781170084826,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3244,566995,-0.8297340242580756,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3245,566996,0.43276755836509273,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3246,567001,-0.4089001633836862,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3247,567002,-0.9700119778828721,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3248,567004,0.43276755836509273,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3249,567005,-0.6894560706332792,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3250,567009,-0.7595950474456774,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3251,567010,0.15221165111549978,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3252,567014,-0.8998730010704739,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3253,567018,0.222350627927898,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3254,567019,0.7133234656146857,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3255,567024,0.783462442427084,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3257,567026,0.222350627927898,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3258,567029,-0.2686222097588897,0,1,0,0.0,0.0,0,0,1.0,1.0,0,0,0
3259,567032,-0.058205279321694954,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3260,567035,0.783462442427084,0,1,0,1.0,1.0,0,0,0.0,0.0,0,0,0
3261,567037,-0.8297340242580756,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3262,567044,0.222350627927898,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3263,567045,4.4306892366717925,0,0,1,0.0,1.0,0,0,0.0,1.0,0,0,0
3264,567047,0.9237403960518804,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3265,567048,0.2924896047402963,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3266,567053,0.6431844888022875,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3270,567060,0.502906535177491,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3271,567061,-0.1283442561340932,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3272,567062,-0.3387611865712879,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3273,567063,0.502906535177491,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3274,567064,0.8536014192394822,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3275,567066,-0.2686222097588897,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3276,567068,-0.8297340242580756,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3278,567070,-0.8297340242580756,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3279,567072,-0.7595950474456774,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3280,567073,-0.5491781170084826,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3284,567088,-0.4790391401960844,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3285,567089,0.8536014192394822,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3286,567091,0.6431844888022875,1,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0
3287,567093,0.08207267430310153,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3288,567097,-0.4089001633836862,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3289,567101,-0.7595950474456774,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3290,567105,-0.058205279321694954,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3291,567108,-0.8297340242580756,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3292,567110,0.08207267430310153,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3293,567115,-0.19848323294649145,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3296,567125,0.011933697490703289,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3297,567128,3.0279097004238276,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3298,567129,0.2924896047402963,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3300,567138,0.08207267430310153,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3301,567140,-0.4790391401960844,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3302,567149,1.6251301641758629,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3303,567157,0.9237403960518804,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3305,567162,0.15221165111549978,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3306,567164,0.011933697490703289,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3308,567168,0.011933697490703289,1,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0
3310,567170,0.9237403960518804,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3311,567173,0.6431844888022875,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3312,567175,0.9237403960518804,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3313,567177,-0.058205279321694954,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3314,567178,-1.1102899315076686,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3318,567191,-0.1283442561340932,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3319,567192,0.6431844888022875,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3320,567194,-0.7595950474456774,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3321,567200,-0.8998730010704739,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3323,567212,0.2924896047402963,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3325,567217,-0.4089001633836862,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
3326,567218,0.08207267430310153,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3328,567221,-0.19848323294649145,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3329,567222,0.15221165111549978,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3332,567229,-1.1804289083200667,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3333,567235,-0.4089001633836862,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3334,567236,-0.9700119778828721,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3335,567240,-0.8998730010704739,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3336,567242,-0.3387611865712879,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3337,567247,-1.1102899315076686,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3338,567249,1.6952691409882612,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
3339,567250,0.8536014192394822,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3340,567255,-0.3387611865712879,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3341,567256,-0.6193170938208808,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3342,567261,-0.7595950474456774,0,1,0,0.0,1.0,0,0,1.0,0.0,0,0,0
3344,567278,-0.3387611865712879,0,1,0,0.0,1.0,0,0,1.0,0.0,0,0,0
3346,567281,1.7654081178006593,0,0,1,0.0,1.0,0,0,1.0,1.0,0,0,0
3348,567285,-0.3387611865712879,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3349,567286,0.3626285815526945,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3351,567291,-0.058205279321694954,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3354,567294,1.0640183496766769,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3356,567303,-1.1804289083200667,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3357,567309,1.34457425692627,0,0,1,0.0,1.0,0,0,1.0,0.0,0,0,0
3360,567314,0.08207267430310153,0,1,0,0.0,1.0,0,0,1.0,0.0,0,0,0
3361,567318,-1.1804289083200667,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3363,567322,-0.3387611865712879,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3376,567345,-0.3387611865712879,0,0,1,0.0,1.0,0,0,0.0,0.0,0,0,0
3377,567346,-0.3387611865712879,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3381,567354,-0.3387611865712879,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3382,567356,-0.7595950474456774,0,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0
3386,567362,-1.0401509546952703,0,0,1,0.0,1.0,0,0,0.0,0.0,0,0,0
3390,567368,0.15221165111549978,0,0,1,0.0,1.0,0,0,0.0,0.0,0,0,0
3392,567370,-0.6193170938208808,0,0,1,0.0,1.0,0,0,0.0,1.0,0,0,0
3395,567373,-0.3387611865712879,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3402,567391,-0.3387611865712879,0,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0
3405,567399,-0.4089001633836862,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3409,567406,-0.8297340242580756,0,1,0,0.0,1.0,0,0,1.0,0.0,0,0,0
3411,567409,-0.19848323294649145,0,0,1,1.0,1.0,0,0,0.0,1.0,0,0,0
3412,567410,-0.8998730010704739,0,0,1,0.0,1.0,0,0,0.0,1.0,0,0,0
3417,567421,-0.7595950474456774,0,0,1,0.0,1.0,0,0,0.0,0.0,0,0,0
3420,567429,-0.7595950474456774,0,1,0,1.0,1.0,0,0,1.0,1.0,0,0,0
3426,567439,-0.8998730010704739,0,1,0,1.0,1.0,0,0,0.0,0.0,0,0,0
3430,567446,-0.6894560706332792,0,1,0,0.0,1.0,0,0,1.0,0.0,0,0,0
3433,567463,-1.1804289083200667,0,1,0,0.0,1.0,0,0,1.0,0.0,0,0,0
3434,567464,0.222350627927898,0,1,0,0.0,1.0,0,0,1.0,0.0,0,0,0
3436,567474,-0.058205279321694954,0,1,0,0.0,1.0,0,0,1.0,0.0,0,0,0
3437,567486,-0.3387611865712879,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
3444,567530,-0.1283442561340932,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3447,567537,0.222350627927898,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
3452,567557,-0.1283442561340932,0,0,1,0.0,1.0,0,0,0.0,0.0,0,0,0
3453,567560,-0.7595950474456774,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3454,567566,-0.3387611865712879,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3455,567567,-0.3387611865712879,0,1,0,0.0,1.0,0,0,1.0,0.0,0,0,0
3457,567569,-1.3207068619448634,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
3459,567572,-1.0401509546952703,0,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0
3461,567579,-0.19848323294649145,0,0,1,0.0,1.0,0,0,1.0,0.0,0,0,0
3463,567581,-0.19848323294649145,0,1,0,0.0,1.0,0,0,1.0,0.0,0,0,0
3465,567593,-1.250567885132465,1,0,0,0.0,1.0,0,0,1.0,0.0,0,0,0
3466,567594,-0.3387611865712879,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
