,idstd,Ancienneté,size_Large,size_Medium,size_Small,colab,Innovation,Secteur_Service,Secteur_Production,IT,R&D,Country_BA,Country_NE,Country_PA
1226,532295,-0.8998730010704739,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1227,532296,-0.6894560706332792,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1228,532298,-0.9700119778828721,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1229,532299,-0.8998730010704739,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1230,532300,1.4848522105510664,0,1,0,0.0,1.0,0,1,1.0,1.0,1,0,0
1231,532302,-0.2686222097588897,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1232,532303,1.9056860714254558,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1233,532304,-0.5491781170084826,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1234,532305,2.1161030018626508,0,1,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1235,532310,-0.19848323294649145,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1236,532315,-0.8998730010704739,0,0,1,0.0,1.0,0,1,0.0,0.0,1,0,0
1240,532320,-0.8998730010704739,1,0,0,0.0,1.0,0,1,0.0,0.0,1,0,0
1241,532321,-1.1102899315076686,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1242,532322,1.0640183496766769,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1243,532323,0.222350627927898,0,1,0,0.0,1.0,0,1,1.0,1.0,1,0,0
1244,532324,-0.7595950474456774,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1245,532325,-0.5491781170084826,0,0,1,0.0,1.0,0,1,0.0,1.0,1,0,0
1250,532334,0.7133234656146857,0,1,0,0.0,1.0,1,0,0.0,1.0,1,0,0
1252,532341,3.0279097004238276,0,0,1,0.0,1.0,0,1,0.0,1.0,1,0,0
1253,532342,-0.9700119778828721,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1254,532343,0.8536014192394822,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1256,532345,-0.6894560706332792,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1257,532347,-1.1804289083200667,0,1,0,0.0,1.0,0,1,0.0,0.0,1,0,0
1258,532348,-0.6894560706332792,1,0,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1259,532349,-0.058205279321694954,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1260,532350,-0.5491781170084826,0,1,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1261,532351,-0.6894560706332792,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1262,532352,-0.4089001633836862,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1263,532353,-0.5491781170084826,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1264,532354,-1.1102899315076686,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1265,532355,0.8536014192394822,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1266,532356,-0.9700119778828721,0,1,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1269,532361,-0.058205279321694954,0,1,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1270,532362,-0.19848323294649145,0,0,1,0.0,1.0,0,1,0.0,1.0,1,0,0
1271,532363,-0.6193170938208808,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1275,532367,-0.058205279321694954,0,0,1,0.0,1.0,0,1,0.0,1.0,1,0,0
1277,532369,-0.3387611865712879,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1278,532370,-0.8297340242580756,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1282,532376,-0.4089001633836862,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1283,532377,0.011933697490703289,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1284,532378,-0.2686222097588897,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1285,532380,-0.6894560706332792,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1287,532383,-0.4089001633836862,0,1,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1290,532386,-1.0401509546952703,0,0,1,0.0,1.0,1,0,1.0,1.0,1,0,0
1291,532387,-0.4089001633836862,0,0,1,1.0,1.0,1,0,1.0,1.0,1,0,0
1296,532395,-0.6193170938208808,0,0,1,0.0,1.0,1,0,1.0,1.0,1,0,0
1297,532396,-0.4089001633836862,0,0,1,0.0,1.0,1,0,1.0,1.0,1,0,0
1299,532399,-0.19848323294649145,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1300,532400,-0.3387611865712879,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1301,532401,1.414713233738668,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1302,532402,0.15221165111549978,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1303,532403,-0.058205279321694954,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1304,532404,-0.19848323294649145,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1305,532405,-0.1283442561340932,1,0,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1306,532407,0.222350627927898,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1307,532408,-0.7595950474456774,1,0,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1308,532409,1.34457425692627,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1309,532410,-0.4790391401960844,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1310,532411,-0.7595950474456774,1,0,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1311,532412,-0.3387611865712879,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1312,532413,-0.8998730010704739,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1313,532414,-0.6193170938208808,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1314,532415,1.34457425692627,0,0,1,0.0,1.0,0,1,0.0,1.0,1,0,0
1316,532417,1.1341573264890752,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1318,532419,-0.4089001633836862,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1319,532420,0.011933697490703289,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1320,532422,-0.2686222097588897,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1321,532423,0.08207267430310153,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1322,532424,-0.8297340242580756,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1323,532425,-0.5491781170084826,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1324,532426,-0.9700119778828721,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1325,532427,-0.5491781170084826,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1326,532428,-0.4089001633836862,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1327,532429,0.011933697490703289,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1328,532430,-0.19848323294649145,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1329,532431,-1.0401509546952703,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1331,532433,0.08207267430310153,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1333,532436,-0.4790391401960844,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1334,532437,-0.7595950474456774,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1335,532438,-0.4790391401960844,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1336,532439,-0.9700119778828721,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1337,532440,-1.0401509546952703,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1338,532441,0.8536014192394822,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1339,532442,-0.19848323294649145,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1340,532443,-0.5491781170084826,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1341,532444,0.011933697490703289,0,1,0,0.0,1.0,0,1,0.0,0.0,1,0,0
1342,532445,-0.8998730010704739,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1343,532446,-0.8998730010704739,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1344,532447,-0.058205279321694954,0,0,1,0.0,1.0,0,1,0.0,0.0,1,0,0
1345,532448,-0.8998730010704739,0,0,1,0.0,1.0,0,1,0.0,1.0,1,0,0
1348,532452,0.43276755836509273,0,0,1,0.0,1.0,0,1,0.0,1.0,1,0,0
1349,532453,1.0640183496766769,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1351,532455,-0.3387611865712879,0,1,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1353,532462,0.43276755836509273,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1356,532465,-0.4089001633836862,0,1,0,0.0,1.0,0,1,0.0,0.0,1,0,0
1357,532470,0.15221165111549978,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1360,532473,0.15221165111549978,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1362,532477,-0.6894560706332792,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1363,532479,2.186241978675049,0,0,1,0.0,1.0,0,1,0.0,0.0,1,0,0
1364,532480,2.53693686273704,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1365,532481,1.9056860714254558,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1366,532483,1.4848522105510664,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1367,532484,2.045964025050252,0,0,1,0.0,1.0,0,1,0.0,1.0,1,0,0
1370,532497,-0.8998730010704739,0,1,0,0.0,1.0,1,0,0.0,1.0,1,0,0
1371,532498,-1.1804289083200667,0,1,0,0.0,1.0,1,0,0.0,1.0,1,0,0
1373,532501,-0.4089001633836862,0,0,1,0.0,1.0,0,1,0.0,0.0,1,0,0
1374,532502,-0.19848323294649145,0,0,1,0.0,1.0,0,1,0.0,1.0,1,0,0
1375,532503,-0.6894560706332792,0,1,0,0.0,1.0,0,1,1.0,1.0,1,0,0
1376,532504,0.7133234656146857,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1377,532505,-0.5491781170084826,0,1,0,0.0,1.0,0,1,0.0,0.0,1,0,0
1378,532506,-0.5491781170084826,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1379,532507,1.34457425692627,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1380,532508,-0.6894560706332792,0,0,1,0.0,1.0,0,1,0.0,0.0,1,0,0
1381,532509,0.15221165111549978,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1382,532510,-0.3387611865712879,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1383,532512,-0.5491781170084826,0,1,0,0.0,1.0,1,0,1.0,1.0,1,0,0
1384,532513,-0.4790391401960844,0,0,1,0.0,1.0,1,0,0.0,1.0,1,0,0
1386,532519,-1.1804289083200667,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1387,532520,-1.0401509546952703,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1388,532523,-0.4790391401960844,0,0,1,1.0,1.0,0,1,0.0,1.0,1,0,0
1389,532528,-0.5491781170084826,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1390,532537,-1.0401509546952703,0,0,1,1.0,1.0,0,1,0.0,1.0,1,0,0
1391,532541,0.15221165111549978,0,1,0,0.0,1.0,0,1,1.0,1.0,1,0,0
1392,532548,-0.19848323294649145,0,0,1,1.0,1.0,0,1,0.0,1.0,1,0,0
1393,532549,-0.6193170938208808,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1395,532551,0.15221165111549978,0,0,1,0.0,1.0,0,1,0.0,1.0,1,0,0
1398,532554,0.9938793728642786,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1400,532556,-0.4089001633836862,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1401,532557,-0.3387611865712879,1,0,0,1.0,1.0,0,1,1.0,1.0,1,0,0
1403,532561,-0.8998730010704739,0,0,1,0.0,1.0,0,1,0.0,0.0,1,0,0
1404,532562,-0.4089001633836862,0,0,1,0.0,1.0,0,1,0.0,0.0,1,0,0
1405,532563,0.15221165111549978,0,0,1,0.0,1.0,0,1,0.0,0.0,1,0,0
1406,532564,-1.0401509546952703,0,0,1,0.0,1.0,0,1,0.0,0.0,1,0,0
1407,532565,0.15221165111549978,0,1,0,0.0,1.0,0,1,0.0,0.0,1,0,0
1413,532571,-1.3908458387572615,0,1,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1415,532574,-0.7595950474456774,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1416,532575,-0.4089001633836862,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1417,532576,-0.19848323294649145,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1418,532577,-0.19848323294649145,0,0,1,0.0,1.0,0,1,0.0,1.0,1,0,0
1419,532578,0.08207267430310153,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1424,532586,-0.4089001633836862,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1427,532589,-1.1804289083200667,0,0,1,0.0,1.0,1,0,0.0,1.0,1,0,0
1430,532592,-0.5491781170084826,0,0,1,1.0,1.0,1,0,0.0,1.0,1,0,0
1432,532594,1.34457425692627,0,0,1,0.0,1.0,1,0,0.0,0.0,1,0,0
1435,532597,-0.4089001633836862,0,0,1,0.0,1.0,1,0,1.0,1.0,1,0,0
1437,532600,-0.2686222097588897,0,1,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1438,532601,-0.5491781170084826,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1445,532610,0.8536014192394822,0,1,0,0.0,1.0,0,1,0.0,0.0,1,0,0
1446,532614,0.011933697490703289,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1447,532615,-0.2686222097588897,0,1,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1450,532624,-0.5491781170084826,0,1,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1451,532626,0.502906535177491,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1452,532629,0.7133234656146857,0,1,0,0.0,1.0,1,0,1.0,0.0,1,0,0
1453,532630,-0.8297340242580756,1,0,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1454,532631,-0.4790391401960844,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1455,532632,-0.3387611865712879,1,0,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1456,532634,-0.19848323294649145,0,1,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1457,532636,0.08207267430310153,0,1,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1458,532637,-0.6894560706332792,1,0,0,1.0,1.0,0,1,0.0,1.0,1,0,0
1459,532638,-0.7595950474456774,0,1,0,0.0,1.0,0,1,0.0,1.0,1,0,0
1460,532642,-0.6193170938208808,0,0,1,0.0,1.0,0,1,0.0,1.0,1,0,0
1461,562277,-0.6894560706332792,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1462,562278,0.783462442427084,1,0,0,0.0,1.0,1,0,1.0,0.0,0,0,0
1463,562280,1.2744352801138716,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1464,562281,0.222350627927898,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1465,562283,-1.1804289083200667,0,1,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1466,562284,-1.1102899315076686,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1467,562287,-0.6193170938208808,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1468,562288,-0.6193170938208808,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1469,562289,-0.19848323294649145,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1470,562291,-0.8998730010704739,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1471,562298,-1.1804289083200667,0,1,0,1.0,1.0,1,0,0.0,1.0,0,0,0
1472,562304,0.08207267430310153,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1473,562305,0.5730455119898892,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1474,562309,-0.8998730010704739,1,0,0,1.0,1.0,1,0,0.0,1.0,0,0,0
1475,562314,-1.1804289083200667,0,1,0,1.0,1.0,1,0,0.0,1.0,0,0,0
1476,562317,-1.1102899315076686,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1477,562318,-1.1804289083200667,0,1,0,0.0,1.0,1,0,0.0,0.0,0,0,0
1478,562321,-0.8297340242580756,1,0,0,1.0,1.0,1,0,0.0,1.0,0,0,0
1480,562327,-0.8297340242580756,0,1,0,1.0,1.0,1,0,1.0,1.0,0,0,0
1481,562329,-0.1283442561340932,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1482,562333,0.6431844888022875,0,1,0,0.0,1.0,1,0,1.0,0.0,0,0,0
1483,562343,-0.7595950474456774,0,1,0,0.0,1.0,1,0,1.0,0.0,0,0,0
1484,562345,-1.1804289083200667,0,0,1,0.0,1.0,1,0,1.0,1.0,0,0,0
1485,562347,-0.8998730010704739,0,1,0,1.0,1.0,1,0,0.0,1.0,0,0,0
1486,562350,-1.1804289083200667,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1487,562352,-0.9700119778828721,0,1,0,1.0,1.0,1,0,0.0,0.0,0,0,0
1488,562356,-0.8998730010704739,0,1,0,1.0,1.0,1,0,0.0,1.0,0,0,0
1491,562370,-0.8297340242580756,0,1,0,0.0,1.0,1,0,1.0,0.0,0,0,0
1492,562372,-0.8998730010704739,0,1,0,1.0,1.0,1,0,1.0,1.0,0,0,0
1494,562383,-0.4089001633836862,0,1,0,0.0,1.0,1,0,1.0,0.0,0,0,0
1495,562386,-0.19848323294649145,1,0,0,0.0,1.0,1,0,0.0,0.0,0,0,0
1496,562388,-0.7595950474456774,0,1,0,0.0,1.0,1,0,1.0,0.0,0,0,0
1497,562393,-0.8297340242580756,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1498,562397,-1.250567885132465,0,1,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1499,562401,-1.0401509546952703,0,1,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1500,562405,-1.250567885132465,0,1,0,1.0,1.0,1,0,0.0,1.0,0,0,0
1501,562407,-1.250567885132465,0,1,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1502,562409,-1.1102899315076686,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1503,562410,-0.9700119778828721,0,1,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1504,562411,-0.9700119778828721,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1505,562412,-0.8998730010704739,0,1,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1506,562414,-1.1102899315076686,0,1,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1507,562416,-1.1102899315076686,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1508,562417,-0.7595950474456774,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1509,562422,-0.4089001633836862,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1510,562440,-1.1102899315076686,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1511,562448,-0.2686222097588897,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1512,562455,-0.5491781170084826,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1513,562462,-0.6894560706332792,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1514,562466,-0.8998730010704739,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1516,562470,-0.5491781170084826,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1517,562475,-0.8297340242580756,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1518,562477,-1.1102899315076686,0,0,1,0.0,1.0,1,0,1.0,1.0,0,0,0
1520,562484,-0.6894560706332792,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1521,562491,-0.19848323294649145,0,1,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1522,562493,-0.4790391401960844,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1523,562497,-0.6193170938208808,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1524,562500,-0.6193170938208808,0,1,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1525,562501,-1.1804289083200667,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1526,562502,0.08207267430310153,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1527,562503,-0.8998730010704739,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1528,562507,-1.1804289083200667,0,1,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1529,562508,0.222350627927898,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1530,562509,-0.7595950474456774,0,1,0,1.0,1.0,1,0,1.0,1.0,0,0,0
1531,562510,-0.6894560706332792,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1532,562511,0.9237403960518804,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1533,562512,-0.9700119778828721,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1534,562514,0.3626285815526945,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1535,562515,-0.3387611865712879,0,1,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1536,562520,-0.8297340242580756,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1537,562524,-1.1102899315076686,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1538,562527,-0.4790391401960844,0,1,0,1.0,1.0,1,0,0.0,1.0,0,0,0
1539,562534,-0.2686222097588897,0,1,0,1.0,1.0,1,0,1.0,0.0,0,0,0
1540,562548,0.783462442427084,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1541,562550,-0.5491781170084826,0,1,0,1.0,1.0,1,0,0.0,1.0,0,0,0
1542,562554,-0.8297340242580756,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1543,562555,-0.3387611865712879,0,1,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1544,562559,0.08207267430310153,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1545,562562,-1.0401509546952703,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1547,562568,-0.9700119778828721,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1548,562574,-1.1102899315076686,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1550,562580,-0.8998730010704739,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1552,562583,-1.1102899315076686,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1554,562585,-1.1102899315076686,0,1,0,1.0,1.0,1,0,0.0,1.0,0,0,0
1555,562605,-1.1804289083200667,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1556,562606,-0.3387611865712879,0,1,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1557,562609,-0.5491781170084826,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1558,562610,0.5730455119898892,0,1,0,0.0,1.0,1,0,0.0,0.0,0,0,0
1559,562612,-0.5491781170084826,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1561,562614,-0.7595950474456774,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1563,562626,1.8355470946130577,0,1,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1564,562628,0.9938793728642786,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1566,562631,-0.2686222097588897,1,0,0,0.0,1.0,1,0,1.0,0.0,0,0,0
1567,562632,1.4848522105510664,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1568,562633,-0.4790391401960844,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1569,562638,0.08207267430310153,0,1,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1570,562640,-0.4790391401960844,1,0,0,1.0,1.0,1,0,1.0,1.0,0,0,0
1571,562643,-0.7595950474456774,0,1,0,0.0,1.0,0,0,1.0,0.0,0,0,0
1572,562647,0.9237403960518804,1,0,0,1.0,1.0,1,0,0.0,0.0,0,0,0
1573,562648,-0.4790391401960844,0,1,0,1.0,1.0,1,0,1.0,0.0,0,0,0
1575,562650,-0.5491781170084826,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1576,562652,0.08207267430310153,0,1,0,0.0,1.0,1,0,0.0,0.0,0,0,0
1577,562653,-0.3387611865712879,1,0,0,1.0,1.0,1,0,0.0,1.0,0,0,0
1578,562654,0.08207267430310153,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1579,562655,0.43276755836509273,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1581,562657,-0.4790391401960844,0,1,0,0.0,1.0,1,0,0.0,0.0,0,0,0
1582,562658,-0.5491781170084826,0,1,0,0.0,1.0,1,0,1.0,0.0,0,0,0
1583,562661,-0.5491781170084826,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1584,562662,-0.5491781170084826,0,1,0,0.0,1.0,1,0,1.0,0.0,0,0,0
1585,562663,0.011933697490703289,0,1,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1586,562666,0.011933697490703289,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1587,562667,1.975825048237854,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1588,562669,5.132079004795775,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1590,562674,0.15221165111549978,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1593,562679,-0.1283442561340932,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1594,562680,3.3084656076734205,0,1,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1595,562681,0.6431844888022875,0,1,0,1.0,1.0,1,0,1.0,1.0,0,0,0
1596,562685,-1.1102899315076686,0,1,0,1.0,1.0,1,0,1.0,1.0,0,0,0
1598,562695,-0.8297340242580756,1,0,0,1.0,1.0,0,0,1.0,0.0,0,0,0
1599,562696,-0.6193170938208808,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
1600,562697,-0.8297340242580756,0,1,0,1.0,1.0,0,0,1.0,0.0,0,0,0
1601,562701,0.7133234656146857,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
1602,562702,-0.4790391401960844,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
1603,562704,-0.4790391401960844,1,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0
1604,562706,-0.7595950474456774,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
1605,562712,-0.1283442561340932,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1606,562713,0.222350627927898,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1607,562714,-0.19848323294649145,0,1,0,1.0,1.0,1,0,0.0,1.0,0,0,0
1608,562716,2.045964025050252,1,0,0,0.0,1.0,1,0,0.0,1.0,0,0,0
1609,562717,0.7133234656146857,1,0,0,0.0,1.0,1,0,1.0,1.0,0,0,0
1612,562725,-0.4790391401960844,1,0,0,1.0,1.0,1,0,0.0,1.0,0,0,0
